,観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),25日の最高気温(℃),25日の最高気温の品質情報,25日の最高気温起時（時）,25日の最高気温起時（分）,25日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（24日まで）,今年の最高気温（24日まで）の品質情報,今年の最高気温（24日まで）を観測した起日（年）,今年の最高気温（24日まで）を観測した起日（月）,今年の最高気温（24日まで）を観測した起日（日）,24日までの観測史上1位の値（℃）,24日までの観測史上1位の値の品質情報,24日までの観測史上1位の値を観測した起日（年）,24日までの観測史上1位の値を観測した起日（月）,24日までの観測史上1位の値を観測した起日（日）,24日までの9月の1位の値,24日までの9月の1位の値の品質情報,24日までの9月の1位の値の起日（年）,24日までの9月の1位の値の起日（月）,24日までの9月の1位の値の起日（日）,統計開始年,date
20,12301,北海道上川地方,和寒（ワッサム）,,2025,9,25,7,0,17.3,4,0.0,54.0,4.0,,,,,,,0.0,34.5,4,2025,7,14,36.8,8,2021,8,7,32.4,8,2012,9,18,1977,2025-09-25
21,12386,北海道上川地方,江丹別（エタンベツ）,,2025,9,25,7,0,13.7,4,7.0,0.0,4.0,,,,,,,0.0,33.9,4,2025,7,14,38.4,8,2021,7,31,32.0,8,2012,9,18,1977,2025-09-25
22,12396,北海道上川地方,比布（ピップ）,,2025,9,25,7,0,16.3,4,1.0,19.0,4.0,,,,,,,0.0,34.9,4,2025,7,14,36.9,8,2021,8,7,32.6,8,2012,9,18,1977,2025-09-25
23,12411,北海道上川地方,上川（カミカワ）,,2025,9,25,7,0,13.2,4,2.0,44.0,4.0,,,,,,,0.0,32.9,4,2025,7,14,35.1,8,2021,8,7,31.2,8,2019,9,8,1977,2025-09-25
24,12442,北海道上川地方,旭川（アサヒカワ）,47407.0,2025,9,25,7,0,18.3,4,1.0,5.0,4.0,,,,,,,0.0,35.1,4,2025,7,14,37.9,8,2021,8,7,33.3,8,2019,9,8,1888,2025-09-25
25,12451,北海道上川地方,東川（ヒガシカワ）,,2025,9,25,7,0,16.1,4,1.0,0.0,4.0,,,,,,,0.0,34.9,4,2025,7,14,37.0,8,2021,8,6,33.2,8,2019,9,8,1977,2025-09-25
26,12501,北海道上川地方,東神楽（ヒガシカグラ）,,2025,9,25,7,0,17.1,4,1.0,1.0,4.0,,,,,,,0.0,34.3,4,2025,7,14,36.1,8,2021,8,7,32.0,8,2019,9,8,2003,2025-09-25
27,12512,北海道上川地方,志比内（シビナイ）,,2025,9,25,7,0,15.7,4,1.0,53.0,4.0,,,,,,,0.0,33.6,4,2025,7,24,35.3,8,2021,8,7,32.1,8,2019,9,8,1993,2025-09-25
28,12551,北海道上川地方,美瑛（ビエイ）,,2025,9,25,7,0,16.5,4,0.0,47.0,4.0,,,,,,,0.0,34.4,4,2025,7,24,37.1,8,2021,8,7,32.7,8,2019,9,8,1977,2025-09-25
29,12596,北海道上川地方,上富良野（カミフラノ）,,2025,9,25,7,0,17.4,4,6.0,55.0,4.0,,,,,,,0.0,35.3,4,2025,7,25,37.5,8,2021,8,7,33.8,8,2019,9,8,1977,2025-09-25
30,12626,北海道上川地方,富良野（フラノ）,,2025,9,25,7,0,16.8,4,0.0,54.0,4.0,,,,,,,0.0,36.0,4,2025,7,24,38.5,8,2021,8,7,33.0,8,2020,9,8,1976,2025-09-25
31,12632,北海道上川地方,麓郷（ロクゴウ）,,2025,9,25,7,0,16.3,4,1.0,53.0,4.0,,,,,,,0.0,34.7,4,2025,7,25,37.4,8,2021,8,7,33.1,8,2020,9,8,1978,2025-09-25
32,12691,北海道上川地方,幾寅（イクトラ）,,2025,9,25,7,0,14.9,4,7.0,0.0,4.0,,,,,,,0.0,35.0,4,2025,7,24,35.0,8,2025,7,24,32.1,8,2019,9,8,1977,2025-09-25
33,12746,北海道上川地方,占冠（シムカップ）,,2025,9,25,7,0,12.8,4,7.0,0.0,4.0,,,,,,,0.0,33.6,4,2025,7,24,34.6,8,2021,7,19,30.9,8,2019,9,8,1977,2025-09-25
34,15041,北海道上川地方,朱鞠内（シュマリナイ）,,2025,9,25,7,0,15.8,4,1.0,29.0,4.0,,,,,,,0.0,33.2,4,2025,7,14,34.9,8,2021,7,28,30.4,8,2012,9,18,1978,2025-09-25
35,15076,北海道上川地方,幌加内（ホロカナイ）,,2025,9,25,7,0,14.1,4,0.0,16.0,4.0,,,,,,,0.0,33.7,4,2025,7,25,37.3,8,2021,7,28,31.5,8,2016,9,1,1977,2025-09-25
36,13061,北海道留萌地方,天塩（テシオ）,,2025,9,25,7,0,16.3,4,6.0,44.0,4.0,,,,,,,0.0,30.6,4,2025,7,30,33.8,4,2021,7,27,32.3,8,2020,9,3,1977,2025-09-25
37,13086,北海道留萌地方,遠別（エンベツ）,,2025,9,25,7,0,18.8,4,1.0,11.0,4.0,,,,,,,0.0,30.6,4,2025,8,3,34.2,8,1979,8,18,32.0,8,2020,9,3,1977,2025-09-25
38,13121,北海道留萌地方,初山別（ショサンベツ）,,2025,9,25,7,0,18.4,4,0.0,40.0,4.0,,,,,,,0.0,30.9,4,2025,7,29,33.8,8,2021,8,1,32.0,8,2020,9,3,1977,2025-09-25
39,13146,北海道留萌地方,焼尻（ヤギシリ）,,2025,9,25,7,0,20.0,4,0.0,35.0,4.0,,,,,,,0.0,30.0,4,2025,8,3,32.4,8,2023,8,24,28.9,8,2012,9,4,1977,2025-09-25
40,13181,北海道留萌地方,羽幌（ハボロ）,47404.0,2025,9,25,7,0,18.6,4,0.0,34.0,4.0,,,,,,,0.0,31.8,4,2025,7,17,34.4,8,2021,8,1,33.9,8,2012,9,18,1921,2025-09-25
41,13261,北海道留萌地方,達布（タップ）,,2025,9,25,7,0,15.8,4,6.0,59.0,4.0,,,,,,,0.0,34.1,4,2025,7,14,38.7,8,2021,8,7,32.1,8,2012,9,18,1977,2025-09-25
42,13277,北海道留萌地方,留萌（ルモイ）,47406.0,2025,9,25,7,0,19.0,4,0.0,17.0,4.0,,,,,,,0.0,32.6,4,2025,7,17,35.6,8,2021,8,1,33.1,8,2012,9,18,1943,2025-09-25
43,13311,北海道留萌地方,増毛（マシケ）,,2025,9,25,7,0,20.3,4,0.0,13.0,4.0,,,,,,,0.0,32.8,4,2025,7,23,34.2,8,2021,8,1,33.5,8,2012,9,18,1978,2025-09-25
44,13321,北海道留萌地方,幌糠（ホロヌカ）,,2025,9,25,7,0,18.6,4,0.0,28.0,4.0,,,,,,,0.0,33.8,4,2025,7,23,35.9,8,2021,8,7,31.9,8,2012,9,18,1977,2025-09-25
45,14026,北海道石狩地方,浜益（ハママス）,,2025,9,25,7,0,18.8,4,0.0,19.0,4.0,,,,,,,0.0,33.2,4,2025,7,17,34.6,8,1989,8,7,31.7,8,2012,9,3,1977,2025-09-25
46,14071,北海道石狩地方,厚田（アツタ）,,2025,9,25,7,0,18.2,4,0.0,23.0,4.0,,,,,,,0.0,32.5,4,2025,7,30,36.1,8,2021,7,28,32.6,8,2012,9,4,1977,2025-09-25
47,14101,北海道石狩地方,新篠津（シンシノツ）,,2025,9,25,7,0,18.3,4,0.0,6.0,4.0,,,,,,,0.0,35.4,4,2025,7,25,35.5,8,2023,8,25,32.4,8,2020,9,8,1978,2025-09-25
48,14116,北海道石狩地方,山口（ヤマグチ）,,2025,9,25,7,0,18.8,4,0.0,21.0,4.0,,,,,,,0.0,35.7,4,2025,7,23,37.1,8,2021,7,28,33.8,8,2012,9,3,1977,2025-09-25
49,14121,北海道石狩地方,石狩（イシカリ）,,2025,9,25,7,0,17.3,4,7.0,0.0,4.0,,,,,,,0.0,33.9,4,2025,7,25,35.4,8,2021,7,28,31.2,8,2012,9,3,1990,2025-09-25
50,14136,北海道石狩地方,江別（エベツ）,,2025,9,25,7,0,17.9,4,0.0,3.0,4.0,,,,,,,0.0,35.4,4,2025,7,25,35.6,8,2021,7,31,31.9,8,2020,9,8,2000,2025-09-25
51,14163,北海道石狩地方,札幌（サッポロ）,47412.0,2025,9,25,7,0,19.0,4,5.0,47.0,4.0,,,,,,,0.0,35.7,4,2025,7,25,36.3,8,2023,8,23,32.7,8,2020,9,8,1876,2025-09-25
52,14206,北海道石狩地方,恵庭島松（エニワシママツ）,,2025,9,25,7,0,18.1,4,0.0,15.0,4.0,,,,,,,0.0,34.5,4,2025,7,24,34.5,8,2025,7,24,31.8,8,2010,9,1,1977,2025-09-25
53,14286,北海道石狩地方,支笏湖畔（シコツコハン）,,2025,9,25,7,0,17.0,4,0.0,52.0,4.0,,,,,,,0.0,32.0,4,2025,7,24,32.0,8,2025,7,24,29.1,8,2010,9,1,1977,2025-09-25
54,14296,北海道石狩地方,千歳（チトセ）,,2025,9,25,7,0,18.6,4,0.0,3.0,4.0,,,,,,,0.0,32.8,4,2025,7,24,34.2,8,2011,8,11,30.5,8,2010,9,6,2003,2025-09-25
55,15116,北海道空知地方,石狩沼田（イシカリヌマタ）,,2025,9,25,7,0,17.5,4,0.0,46.0,4.0,,,,,,,0.0,34.5,4,2025,7,23,36.9,8,2021,8,7,31.5,8,2020,9,8,1976,2025-09-25
56,15156,北海道空知地方,秩父別（チップベツ）,,2025,9,25,7,0,17.6,4,0.0,41.0,4.0,,,,,,,0.0,33.7,4,2025,7,23,35.1,8,2023,8,24,31.1,8,2023,9,5,2022,2025-09-25
57,15161,北海道空知地方,深川（フカガワ）,,2025,9,25,7,0,17.9,4,0.0,39.0,4.0,,,,,,,0.0,32.6,4,2025,7,25,36.1,8,2021,8,6,33.1,8,2020,9,8,1977,2025-09-25
58,15231,北海道空知地方,空知吉野（ソラチヨシノ）,,2025,9,25,7,0,18.8,4,0.0,25.0,4.0,,,,,,,0.0,34.8,4,2025,7,24,36.8,8,2021,8,7,32.5,8,2020,9,8,1978,2025-09-25
59,15241,北海道空知地方,滝川（タキカワ）,,2025,9,25,7,0,18.6,4,1.0,3.0,4.0,,,,,,,0.0,34.9,4,2025,7,25,36.0,8,2021,7,28,32.1,8,2020,9,8,1976,2025-09-25
60,15251,北海道空知地方,芦別（アシベツ）,,2025,9,25,7,0,17.2,4,6.0,27.0,4.0,,,,,,,0.0,34.3,4,2025,7,17,37.2,8,2021,7,31,33.1,8,2012,9,3,1978,2025-09-25
61,15311,北海道空知地方,月形（ツキガタ）,,2025,9,25,7,0,17.4,4,6.0,58.0,4.0,,,,,,,0.0,34.3,4,2025,7,25,36.3,8,2021,7,31,32.1,8,2020,9,8,1977,2025-09-25
62,15321,北海道空知地方,美唄（ビバイ）,,2025,9,25,7,0,19.0,4,0.0,9.0,4.0,,,,,,,0.0,34.7,4,2025,7,24,35.6,8,2021,8,6,32.4,8,2020,9,8,1977,2025-09-25
63,15356,北海道空知地方,岩見沢（イワミザワ）,47413.0,2025,9,25,7,0,18.5,4,0.0,10.0,4.0,,,,,,,0.0,36.1,4,2025,7,25,36.1,8,2025,7,25,32.7,8,2020,9,8,1946,2025-09-25
64,15431,北海道空知地方,長沼（ナガヌマ）,,2025,9,25,7,0,18.9,4,0.0,2.0,4.0,,,,,,,0.0,35.7,4,2025,7,24,36.3,8,2024,8,12,31.1,8,2020,9,8,1977,2025-09-25
65,15442,北海道空知地方,夕張（ユウバリ）,,2025,9,25,7,0,16.5,4,0.0,4.0,4.0,,,,,,,0.0,33.3,4,2025,7,25,35.0,8,2021,7,28,31.5,8,2020,9,8,1976,2025-09-25
66,16026,北海道後志地方,美国（ビクニ）,,2025,9,25,7,0,19.0,4,0.0,16.0,4.0,,,,,,,0.0,32.3,4,2025,7,25,35.2,8,2023,8,31,33.4,8,2012,9,18,1977,2025-09-25
67,16061,北海道後志地方,神恵内（カモエナイ）,,2025,9,25,7,0,20.6,4,0.0,12.0,4.0,,,,,,,0.0,32.8,4,2025,7,17,33.5,8,2021,7,28,32.2,8,2012,9,18,1977,2025-09-25
68,16076,北海道後志地方,余市（ヨイチ）,,2025,9,25,7,0,19.1,4,1.0,20.0,4.0,,,,,,,0.0,33.3,4,2025,7,25,34.9,8,1984,8,16,32.6,8,2019,9,8,1977,2025-09-25
69,16091,北海道後志地方,小樽（オタル）,47411.0,2025,9,25,7,0,19.7,4,6.0,11.0,4.0,,,,,,,0.0,33.9,4,2025,7,23,36.2,8,2021,7,28,33.6,8,2012,9,18,1943,2025-09-25
70,16156,北海道後志地方,共和（キョウワ）,,2025,9,25,7,0,20.7,4,0.0,7.0,4.0,,,,,,,0.0,33.7,4,2025,7,14,35.0,8,2023,8,10,33.4,8,2012,9,18,1977,2025-09-25
71,16206,北海道後志地方,蘭越（ランコシ）,,2025,9,25,7,0,19.6,4,1.0,20.0,4.0,,,,,,,0.0,33.1,4,2025,7,25,35.4,8,2023,8,23,32.1,8,2020,9,8,1977,2025-09-25
72,16217,北海道後志地方,倶知安（クッチャン）,47433.0,2025,9,25,7,0,19.1,4,1.0,13.0,4.0,,,,,,,0.0,32.5,4,2025,7,17,34.6,8,2023,8,23,32.0,8,2020,9,8,1944,2025-09-25
73,16252,北海道後志地方,寿都（スッツ）,47421.0,2025,9,25,7,0,19.2,4,0.0,38.0,4.0,,,,,,,0.0,32.2,4,2025,7,22,34.0,8,1904,8,20,31.1,8,1933,9,1,1884,2025-09-25
74,16281,北海道後志地方,真狩（マッカリ）,,2025,9,25,7,0,16.8,4,2.0,54.0,4.0,,,,,,,0.0,31.0,4,2025,7,25,32.3,8,2021,7,27,29.7,8,2012,9,18,1978,2025-09-25
75,16286,北海道後志地方,喜茂別（キモベツ）,,2025,9,25,7,0,16.3,4,5.0,14.0,4.0,,,,,,,0.0,32.3,4,2025,8,3,34.5,8,2023,8,25,31.0,8,2012,9,18,1977,2025-09-25
76,16321,北海道後志地方,黒松内（クロマツナイ）,,2025,9,25,7,0,19.6,4,0.0,48.0,4.0,,,,,,,0.0,33.3,4,2025,7,25,34.5,8,2021,7,18,31.1,8,2010,9,1,1977,2025-09-25
77,17036,北海道網走・北見・紋別地方,雄武（オウム）,47405.0,2025,9,25,7,0,19.8,4,2.0,7.0,4.0,,,,,,,0.0,34.1,4,2025,7,24,35.3,8,2023,8,17,32.3,8,2002,9,2,1942,2025-09-25
78,17076,北海道網走・北見・紋別地方,興部（オコッペ）,,2025,9,25,7,0,16.4,4,1.0,39.0,4.0,,,,,,,0.0,34.3,4,2025,7,7,34.3,8,2025,7,7,32.5,8,2002,9,2,1977,2025-09-25
79,17091,北海道網走・北見・紋別地方,西興部（ニシオコッペ）,,2025,9,25,7,0,14.8,4,1.0,18.0,4.0,,,,,,,0.0,34.1,4,2025,7,14,36.4,8,1978,8,3,32.1,8,2020,9,4,1977,2025-09-25
80,17112,北海道網走・北見・紋別地方,紋別（モンベツ）,47435.0,2025,9,25,7,0,17.2,4,0.0,4.0,4.0,,,,,,,0.0,36.5,4,2025,7,24,37.0,8,2019,5,26,34.2,8,2002,9,2,1956,2025-09-25
81,17116,北海道網走・北見・紋別地方,紋別小向（モンベツコムカイ）,,2025,9,25,7,0,16.3,4,7.0,0.0,4.0,,,,,,,0.0,34.9,4,2025,7,24,37.2,8,2019,5,26,33.1,8,2010,9,1,2003,2025-09-25
82,17166,北海道網走・北見・紋別地方,湧別（ユウベツ）,,2025,9,25,7,0,17.2,4,0.0,5.0,4.0,,,,,,,0.0,36.2,4,2025,7,23,38.5,8,2019,5,26,32.6,8,2002,9,2,1977,2025-09-25
83,17196,北海道網走・北見・紋別地方,滝上（タキノウエ）,,2025,9,25,7,0,13.7,4,0.0,18.0,4.0,,,,,,,0.0,36.5,4,2025,7,25,37.7,8,1978,8,3,32.1,8,2012,9,3,1977,2025-09-25
84,17246,北海道網走・北見・紋別地方,常呂（トコロ）,,2025,9,25,7,0,17.6,4,4.0,21.0,4.0,,,,,,,0.0,36.2,4,2025,7,22,36.9,8,1994,8,7,32.6,8,2020,9,4,1977,2025-09-25
85,17306,北海道網走・北見・紋別地方,遠軽（エンガル）,,2025,9,25,7,0,18.0,4,0.0,41.0,4.0,,,,,,,0.0,37.4,4,2025,7,24,37.7,8,2019,5,26,33.3,8,2010,9,1,1977,2025-09-25
86,17316,北海道網走・北見・紋別地方,佐呂間（サロマ）,,2025,9,25,7,0,,1,,,,,,,,,,,38.6,4,2025,7,24,39.5,8,2019,5,26,33.4,8,2010,9,1,1977,2025-09-25
87,17341,北海道網走・北見・紋別地方,網走（アバシリ）,47409.0,2025,9,25,7,0,17.1,4,2.0,11.0,4.0,,,,,,,0.0,34.7,4,2025,7,18,37.6,8,1994,8,7,32.8,8,2023,9,1,1889,2025-09-25
88,17351,北海道網走・北見・紋別地方,宇登呂（ウトロ）,,2025,9,25,7,0,18.4,4,0.0,38.0,4.0,,,,,,,0.0,34.5,4,2025,7,23,35.3,8,2020,8,11,32.9,8,2023,9,1,1978,2025-09-25
89,17482,北海道網走・北見・紋別地方,白滝（シラタキ）,,2025,9,25,7,0,13.5,4,2.0,1.0,4.0,,,,,,,0.0,33.9,4,2025,7,25,34.1,8,2024,7,21,31.0,8,2020,9,8,1993,2025-09-25
90,17501,北海道網走・北見・紋別地方,生田原（イクタハラ）,,2025,9,25,7,0,16.9,4,0.0,43.0,4.0,,,,,,,0.0,37.0,4,2025,7,25,37.0,8,2025,7,25,32.6,8,2011,9,1,1977,2025-09-25
91,17521,北海道網走・北見・紋別地方,北見（キタミ）,,2025,9,25,7,0,17.2,4,3.0,36.0,4.0,,,,,,,0.0,39.0,4,2025,7,24,39.0,8,2025,7,24,32.7,8,2010,9,1,1976,2025-09-25
92,17531,北海道網走・北見・紋別地方,女満別（メマンベツ）,,2025,9,25,7,0,16.6,4,4.0,43.0,4.0,,,,,,,0.0,37.3,4,2025,7,24,37.7,8,2019,5,26,34.7,8,2023,9,1,2003,2025-09-25
93,17546,北海道網走・北見・紋別地方,小清水（コシミズ）,,2025,9,25,7,0,16.6,4,3.0,3.0,4.0,,,,,,,0.0,37.8,4,2025,7,24,37.8,8,2025,7,24,33.6,8,2019,9,9,1977,2025-09-25
94,17561,北海道網走・北見・紋別地方,斜里（シャリ）,,2025,9,25,7,0,18.3,4,4.0,14.0,4.0,,,,,,,0.0,36.8,4,2025,7,23,37.1,8,2023,8,26,34.4,8,2023,9,1,1977,2025-09-25
95,17596,北海道網走・北見・紋別地方,留辺蘂（ルベシベ）,,2025,9,25,7,0,16.6,4,0.0,54.0,4.0,,,,,,,0.0,37.6,4,2025,7,24,37.6,8,2025,7,24,31.5,8,2010,9,1,1978,2025-09-25
96,17607,北海道網走・北見・紋別地方,境野（サカイノ）,,2025,9,25,7,0,16.7,4,1.0,24.0,4.0,,,,,,,0.0,38.0,4,2025,7,24,38.0,8,2025,7,24,32.2,8,2020,9,8,1977,2025-09-25
97,17631,北海道網走・北見・紋別地方,美幌（ビホロ）,,2025,9,25,7,0,17.5,4,3.0,43.0,4.0,,,,,,,0.0,38.3,4,2025,7,24,38.3,8,2025,7,24,33.6,8,2010,9,1,1977,2025-09-25
98,17717,北海道網走・北見・紋別地方,津別（ツベツ）,,2025,9,25,7,0,16.8,4,1.0,37.0,4.0,,,,,,,0.0,38.4,4,2025,7,24,38.4,8,2025,7,24,32.7,8,1999,9,5,1988,2025-09-25
99,18038,北海道根室地方,羅臼（ラウス）,,2025,9,25,7,0,16.5,4,6.0,51.0,4.0,,,,,,,0.0,33.0,4,2025,7,22,33.0,8,2025,7,22,29.8,8,2023,9,1,2005,2025-09-25
100,18136,北海道根室地方,標津（シベツ）,,2025,9,25,7,0,15.4,4,7.0,0.0,4.0,,,,,,,0.0,36.4,4,2025,7,24,36.4,8,2025,7,24,32.7,8,2019,9,9,1977,2025-09-25
101,18161,北海道根室地方,上標津（カミシベツ）,,2025,9,25,7,0,15.0,4,0.0,7.0,4.0,,,,,,,0.0,35.6,4,2025,7,23,35.6,8,2025,7,23,31.0,8,2010,9,1,2003,2025-09-25
102,18171,北海道根室地方,中標津（ナカシベツ）,,2025,9,25,7,0,15.3,4,7.0,0.0,4.0,,,,,,,0.0,35.0,4,2025,7,23,36.5,8,2019,5,26,32.4,8,2010,9,1,1977,2025-09-25
103,18174,北海道根室地方,根室中標津（ネムロナカシベツ）,,2025,9,25,7,0,14.9,4,0.0,11.0,4.0,,,,,,,0.0,35.1,4,2025,7,24,36.8,8,2019,5,26,32.1,8,2010,9,1,2003,2025-09-25
104,18256,北海道根室地方,別海（ベツカイ）,,2025,9,25,7,0,15.6,4,7.0,0.0,4.0,,,,,,,0.0,35.6,4,2025,7,22,36.6,8,2019,5,26,31.9,8,2010,9,1,1977,2025-09-25
105,18273,北海道根室地方,根室（ネムロ）,47420.0,2025,9,25,7,0,17.1,4,7.0,0.0,4.0,,,,,,,0.0,33.9,4,2025,7,24,34.0,8,2019,5,26,29.5,8,2019,9,9,1879,2025-09-25
106,18281,北海道根室地方,納沙布（ノサップ）,,2025,9,25,7,0,16.5,4,7.0,0.0,4.0,,,,,,,0.0,32.9,4,2025,7,22,33.5,8,2020,8,11,29.7,8,2010,9,6,1977,2025-09-25
107,18311,北海道根室地方,厚床（アットコ）,,2025,9,25,7,0,16.4,4,7.0,0.0,4.0,,,,,,,0.0,34.2,4,2025,7,24,34.9,8,2015,8,5,30.2,8,2019,9,9,1977,2025-09-25
108,19021,北海道釧路地方,川湯（カワユ）,,2025,9,25,7,0,15.6,4,1.0,28.0,4.0,,,,,,,0.0,36.6,4,2025,7,23,36.6,8,2025,7,23,31.7,8,2020,9,8,1977,2025-09-25
109,19051,北海道釧路地方,弟子屈（テシカガ）,,2025,9,25,7,0,15.0,4,1.0,8.0,4.0,,,,,,,0.0,35.3,4,2025,7,23,35.7,8,2019,5,26,31.3,8,2019,9,9,1977,2025-09-25
110,19076,北海道釧路地方,阿寒湖畔（アカンコハン）,,2025,9,25,7,0,15.2,4,2.0,21.0,4.0,,,,,,,0.0,34.6,4,2025,7,24,35.5,8,2019,5,26,31.4,8,2020,9,8,1977,2025-09-25
111,19151,北海道釧路地方,標茶（シベチャ）,,2025,9,25,7,0,15.9,4,7.0,0.0,4.0,,,,,,,0.0,35.2,4,2025,7,23,35.2,8,2025,7,23,31.7,8,2020,9,8,1977,2025-09-25
