,観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),18日の最高気温(℃),18日の最高気温の品質情報,18日の最高気温起時（時）,18日の最高気温起時（分）,18日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（17日まで）,今年の最高気温（17日まで）の品質情報,今年の最高気温（17日まで）を観測した起日（年）,今年の最高気温（17日まで）を観測した起日（月）,今年の最高気温（17日まで）を観測した起日（日）,17日までの観測史上1位の値（℃）,17日までの観測史上1位の値の品質情報,17日までの観測史上1位の値を観測した起日（年）,17日までの観測史上1位の値を観測した起日（月）,17日までの観測史上1位の値を観測した起日（日）,17日までの10月の1位の値,17日までの10月の1位の値の品質情報,17日までの10月の1位の値の起日（年）,17日までの10月の1位の値の起日（月）,17日までの10月の1位の値の起日（日）,統計開始年,date
22,12396,北海道上川地方,比布（ピップ）,,2025,10,18,7,0,8.9,4,7,0,4,,,,,,,0,34.9,4,2025,7,14,36.9,8,2021,8,7,27.7,8,2022,10,1,1977,2025-10-18
23,12411,北海道上川地方,上川（カミカワ）,,2025,10,18,7,0,8.2,4,0,29,4,,,,,,,0,32.9,4,2025,7,14,35.1,8,2021,8,7,26.3,8,2022,10,1,1977,2025-10-18
24,12442,北海道上川地方,旭川（アサヒカワ）,47407.0,2025,10,18,7,0,9.8,4,0,37,4,,,,,,,0,35.1,4,2025,7,14,37.9,8,2021,8,7,28.2,8,2022,10,1,1888,2025-10-18
25,12451,北海道上川地方,東川（ヒガシカワ）,,2025,10,18,7,0,9.9,4,0,58,4,,,,,,,0,34.9,4,2025,7,14,37.0,8,2021,8,6,28.1,8,2022,10,1,1977,2025-10-18
26,12501,北海道上川地方,東神楽（ヒガシカグラ）,,2025,10,18,7,0,9.5,4,7,0,4,,,,,,,0,34.3,4,2025,7,14,36.1,8,2021,8,7,27.0,8,2022,10,1,2003,2025-10-18
27,12512,北海道上川地方,志比内（シビナイ）,,2025,10,18,7,0,9.7,4,0,14,4,,,,,,,0,33.6,4,2025,7,24,35.3,8,2021,8,7,27.2,8,2022,10,1,1993,2025-10-18
28,12551,北海道上川地方,美瑛（ビエイ）,,2025,10,18,7,0,9.7,4,7,0,4,,,,,,,0,34.4,4,2025,7,24,37.1,8,2021,8,7,27.2,8,2022,10,1,1977,2025-10-18
29,12596,北海道上川地方,上富良野（カミフラノ）,,2025,10,18,7,0,9.8,4,0,4,4,,,,,,,0,35.3,4,2025,7,25,37.5,8,2021,8,7,28.7,8,2022,10,1,1977,2025-10-18
30,12626,北海道上川地方,富良野（フラノ）,,2025,10,18,7,0,9.6,4,6,39,4,,,,,,,0,36.0,4,2025,7,24,38.5,8,2021,8,7,29.2,8,2022,10,1,1976,2025-10-18
31,12632,北海道上川地方,麓郷（ロクゴウ）,,2025,10,18,7,0,10.5,4,6,51,4,,,,,,,0,34.7,4,2025,7,25,37.4,8,2021,8,7,27.4,8,2022,10,1,1978,2025-10-18
32,12691,北海道上川地方,幾寅（イクトラ）,,2025,10,18,7,0,9.2,4,5,57,4,,,,,,,0,35.0,4,2025,7,24,35.0,8,2025,7,24,26.3,8,2022,10,1,1977,2025-10-18
33,12746,北海道上川地方,占冠（シムカップ）,,2025,10,18,7,0,7.8,4,1,3,4,,,,,,,0,33.6,4,2025,7,24,34.6,8,2021,7,19,25.2,8,2022,10,1,1977,2025-10-18
34,15041,北海道上川地方,朱鞠内（シュマリナイ）,,2025,10,18,7,0,7.1,4,7,0,4,,,,,,,0,33.2,4,2025,7,14,34.9,8,2021,7,28,26.1,8,2022,10,1,1978,2025-10-18
35,15076,北海道上川地方,幌加内（ホロカナイ）,,2025,10,18,7,0,7.6,4,7,0,4,,,,,,,0,33.7,4,2025,7,25,37.3,8,2021,7,28,26.1,8,2022,10,1,1977,2025-10-18
36,13061,北海道留萌地方,天塩（テシオ）,,2025,10,18,7,0,9.3,4,6,59,4,,,,,,,0,30.6,4,2025,7,30,33.8,4,2021,7,27,24.0,8,2025,10,1,1977,2025-10-18
37,13086,北海道留萌地方,遠別（エンベツ）,,2025,10,18,7,0,9.5,4,0,59,4,,,,,,,0,30.6,4,2025,8,3,34.2,8,1979,8,18,24.1,8,2022,10,1,1977,2025-10-18
38,13121,北海道留萌地方,初山別（ショサンベツ）,,2025,10,18,7,0,12.0,4,6,57,4,,,,,,,0,30.9,4,2025,7,29,33.8,8,2021,8,1,24.0,8,2022,10,3,1977,2025-10-18
39,13146,北海道留萌地方,焼尻（ヤギシリ）,,2025,10,18,7,0,14.3,4,6,10,4,,,,,,,0,30.0,4,2025,8,3,32.4,8,2023,8,24,23.3,8,2025,10,4,1977,2025-10-18
40,13181,北海道留萌地方,羽幌（ハボロ）,47404.0,2025,10,18,7,0,11.3,4,5,54,4,,,,,,,0,31.8,4,2025,7,17,34.4,8,2021,8,1,25.4,8,2022,10,1,1921,2025-10-18
41,13261,北海道留萌地方,達布（タップ）,,2025,10,18,7,0,8.8,4,7,0,4,,,,,,,0,34.1,4,2025,7,14,38.7,8,2021,8,7,28.9,8,2022,10,1,1977,2025-10-18
42,13277,北海道留萌地方,留萌（ルモイ）,47406.0,2025,10,18,7,0,10.1,4,1,1,4,,,,,,,0,32.6,4,2025,7,17,35.6,8,2021,8,1,28.3,8,2022,10,1,1943,2025-10-18
43,13311,北海道留萌地方,増毛（マシケ）,,2025,10,18,7,0,11.2,4,4,29,4,,,,,,,0,32.8,4,2025,7,23,34.2,8,2021,8,1,29.2,8,2022,10,1,1978,2025-10-18
44,13321,北海道留萌地方,幌糠（ホロヌカ）,,2025,10,18,7,0,9.6,4,6,44,4,,,,,,,0,33.8,4,2025,7,23,35.9,8,2021,8,7,28.3,8,2022,10,1,1977,2025-10-18
45,14026,北海道石狩地方,浜益（ハママス）,,2025,10,18,7,0,11.7,4,5,53,4,,,,,,,0,33.2,4,2025,7,17,34.6,8,1989,8,7,28.0,8,2022,10,1,1977,2025-10-18
46,14071,北海道石狩地方,厚田（アツタ）,,2025,10,18,7,0,10.4,4,6,51,4,,,,,,,0,32.5,4,2025,7,30,36.1,8,2021,7,28,27.2,8,2022,10,1,1977,2025-10-18
47,14101,北海道石狩地方,新篠津（シンシノツ）,,2025,10,18,7,0,11.2,4,7,0,4,,,,,,,0,35.4,4,2025,7,25,35.5,8,2023,8,25,26.6,8,2025,10,3,1978,2025-10-18
48,14116,北海道石狩地方,山口（ヤマグチ）,,2025,10,18,7,0,12.7,4,0,50,4,,,,,,,0,35.7,4,2025,7,23,37.1,8,2021,7,28,28.7,8,2022,10,1,1977,2025-10-18
49,14121,北海道石狩地方,石狩（イシカリ）,,2025,10,18,7,0,10.9,4,7,0,4,,,,,,,0,33.9,4,2025,7,25,35.4,8,2021,7,28,26.5,8,2025,10,3,1990,2025-10-18
50,14136,北海道石狩地方,江別（エベツ）,,2025,10,18,7,0,11.2,4,7,0,4,,,,,,,0,35.4,4,2025,7,25,35.6,8,2021,7,31,26.1,8,2025,10,3,2000,2025-10-18
51,14163,北海道石狩地方,札幌（サッポロ）,47412.0,2025,10,18,7,0,12.7,4,1,54,4,,,,,,,0,35.7,4,2025,7,25,36.3,8,2023,8,23,29.7,8,2022,10,1,1876,2025-10-18
52,14206,北海道石狩地方,恵庭島松（エニワシママツ）,,2025,10,18,7,0,11.1,4,7,0,4,,,,,,,0,34.5,4,2025,7,24,34.5,8,2025,7,24,26.2,8,2025,10,5,1977,2025-10-18
53,14286,北海道石狩地方,支笏湖畔（シコツコハン）,,2025,10,18,7,0,11.2,4,5,14,4,,,,,,,0,32.0,4,2025,7,24,32.0,8,2025,7,24,24.4,8,2025,10,3,1977,2025-10-18
54,14296,北海道石狩地方,千歳（チトセ）,,2025,10,18,7,0,10.7,4,6,59,4,,,,,,,0,32.8,4,2025,7,24,34.2,8,2011,8,11,25.8,8,2021,10,4,2003,2025-10-18
55,15116,北海道空知地方,石狩沼田（イシカリヌマタ）,,2025,10,18,7,0,9.3,4,7,0,4,,,,,,,0,34.5,4,2025,7,23,36.9,8,2021,8,7,27.2,8,2022,10,1,1976,2025-10-18
56,15156,北海道空知地方,秩父別（チップベツ）,,2025,10,18,7,0,9.6,4,7,0,4,,,,,,,0,33.7,4,2025,7,23,35.1,8,2023,8,24,26.3,8,2025,10,3,2022,2025-10-18
57,15161,北海道空知地方,深川（フカガワ）,,2025,10,18,7,0,9.7,4,5,22,4,,,,,,,0,32.6,4,2025,7,25,36.1,8,2021,8,6,26.7,8,2022,10,1,1977,2025-10-18
58,15231,北海道空知地方,空知吉野（ソラチヨシノ）,,2025,10,18,7,0,9.0,4,7,0,4,,,,,,,0,34.8,4,2025,7,24,36.8,8,2021,8,7,26.7,8,2019,10,2,1978,2025-10-18
59,15241,北海道空知地方,滝川（タキカワ）,,2025,10,18,7,0,9.9,4,7,0,4,,,,,,,0,34.9,4,2025,7,25,36.0,8,2021,7,28,26.3,8,2022,10,1,1976,2025-10-18
60,15251,北海道空知地方,芦別（アシベツ）,,2025,10,18,7,0,9.7,4,0,4,4,,,,,,,0,34.3,4,2025,7,17,37.2,8,2021,7,31,28.3,8,2022,10,1,1978,2025-10-18
61,15311,北海道空知地方,月形（ツキガタ）,,2025,10,18,7,0,10.1,4,7,0,4,,,,,,,0,34.3,4,2025,7,25,36.3,8,2021,7,31,26.5,8,2025,10,3,1977,2025-10-18
62,15321,北海道空知地方,美唄（ビバイ）,,2025,10,18,7,0,9.5,4,7,0,4,,,,,,,0,34.7,4,2025,7,24,35.6,8,2021,8,6,27.0,8,2022,10,1,1977,2025-10-18
63,15356,北海道空知地方,岩見沢（イワミザワ）,47413.0,2025,10,18,7,0,12.1,4,7,0,4,,,,,,,0,36.1,4,2025,7,25,36.1,8,2025,7,25,26.3,8,2025,10,3,1946,2025-10-18
64,15431,北海道空知地方,長沼（ナガヌマ）,,2025,10,18,7,0,11.7,4,7,0,4,,,,,,,0,35.7,4,2025,7,24,36.3,8,2024,8,12,25.7,8,2025,10,5,1977,2025-10-18
65,15442,北海道空知地方,夕張（ユウバリ）,,2025,10,18,7,0,10.7,4,6,57,4,,,,,,,0,33.3,4,2025,7,25,35.0,8,2021,7,28,24.7,8,2022,10,1,1976,2025-10-18
66,16026,北海道後志地方,美国（ビクニ）,,2025,10,18,7,0,11.7,4,6,51,4,,,,,,,0,32.3,4,2025,7,25,35.2,8,2023,8,31,27.6,8,2022,10,1,1977,2025-10-18
67,16061,北海道後志地方,神恵内（カモエナイ）,,2025,10,18,7,0,13.8,4,4,49,4,,,,,,,0,32.8,4,2025,7,17,33.5,8,2021,7,28,26.5,8,2025,10,4,1977,2025-10-18
68,16076,北海道後志地方,余市（ヨイチ）,,2025,10,18,7,0,11.7,4,5,20,4,,,,,,,0,33.3,4,2025,7,25,34.9,8,1984,8,16,27.2,8,2022,10,1,1977,2025-10-18
69,16091,北海道後志地方,小樽（オタル）,47411.0,2025,10,18,7,0,11.4,4,6,46,4,,,,,,,0,33.9,4,2025,7,23,36.2,8,2021,7,28,28.8,8,2022,10,1,1943,2025-10-18
70,16156,北海道後志地方,共和（キョウワ）,,2025,10,18,7,0,11.4,4,6,37,4,,,,,,,0,33.7,4,2025,7,14,35.0,8,2023,8,10,27.9,8,2025,10,4,1977,2025-10-18
71,16206,北海道後志地方,蘭越（ランコシ）,,2025,10,18,7,0,10.5,4,4,9,4,,,,,,,0,33.1,4,2025,7,25,35.4,8,2023,8,23,27.5,8,2022,10,1,1977,2025-10-18
72,16217,北海道後志地方,倶知安（クッチャン）,47433.0,2025,10,18,7,0,10.2,4,7,0,4,,,,,,,0,32.5,4,2025,7,17,34.6,8,2023,8,23,26.8,8,2022,10,1,1944,2025-10-18
73,16252,北海道後志地方,寿都（スッツ）,47421.0,2025,10,18,7,0,12.4,4,1,20,4,,,,,,,0,32.2,4,2025,7,22,34.0,8,1904,8,20,26.8,8,2022,10,1,1884,2025-10-18
74,16281,北海道後志地方,真狩（マッカリ）,,2025,10,18,7,0,8.7,4,3,48,4,,,,,,,0,31.0,4,2025,7,25,32.3,8,2021,7,27,23.6,8,2019,10,2,1978,2025-10-18
75,16286,北海道後志地方,喜茂別（キモベツ）,,2025,10,18,7,0,8.1,4,7,0,4,,,,,,,0,32.3,4,2025,8,3,34.5,8,2023,8,25,25.4,8,2022,10,1,1977,2025-10-18
76,16321,北海道後志地方,黒松内（クロマツナイ）,,2025,10,18,7,0,10.8,4,4,22,4,,,,,,,0,33.3,4,2025,7,25,34.5,8,2021,7,18,27.9,8,2025,10,3,1977,2025-10-18
77,17036,北海道網走・北見・紋別地方,雄武（オウム）,47405.0,2025,10,18,7,0,9.3,4,7,0,4,,,,,,,0,34.1,4,2025,7,24,35.3,8,2023,8,17,28.3,8,2022,10,1,1942,2025-10-18
78,17076,北海道網走・北見・紋別地方,興部（オコッペ）,,2025,10,18,7,0,8.9,4,6,59,4,,,,,,,0,34.3,4,2025,7,7,34.3,8,2025,7,7,28.2,8,2022,10,1,1977,2025-10-18
79,17091,北海道網走・北見・紋別地方,西興部（ニシオコッペ）,,2025,10,18,7,0,8.0,4,0,47,4,,,,,,,0,34.1,4,2025,7,14,36.4,8,1978,8,3,27.9,8,2022,10,1,1977,2025-10-18
80,17112,北海道網走・北見・紋別地方,紋別（モンベツ）,47435.0,2025,10,18,7,0,10.0,4,7,0,4,,,,,,,0,36.5,4,2025,7,24,37.0,8,2019,5,26,29.4,8,2022,10,1,1956,2025-10-18
81,17116,北海道網走・北見・紋別地方,紋別小向（モンベツコムカイ）,,2025,10,18,7,0,9.8,4,6,49,4,,,,,,,0,34.9,4,2025,7,24,37.2,8,2019,5,26,29.3,8,2022,10,1,2003,2025-10-18
82,17166,北海道網走・北見・紋別地方,湧別（ユウベツ）,,2025,10,18,7,0,10.3,4,1,17,4,,,,,,,0,36.2,4,2025,7,23,38.5,8,2019,5,26,30.6,8,2022,10,1,1977,2025-10-18
83,17196,北海道網走・北見・紋別地方,滝上（タキノウエ）,,2025,10,18,7,0,8.4,4,2,55,4,,,,,,,0,36.5,4,2025,7,25,37.7,8,1978,8,3,28.1,8,2022,10,1,1977,2025-10-18
84,17246,北海道網走・北見・紋別地方,常呂（トコロ）,,2025,10,18,7,0,11.4,4,6,46,4,,,,,,,0,36.2,4,2025,7,22,36.9,8,1994,8,7,31.4,8,2022,10,1,1977,2025-10-18
85,17306,北海道網走・北見・紋別地方,遠軽（エンガル）,,2025,10,18,7,0,9.1,4,0,15,4,,,,,,,0,37.4,4,2025,7,24,37.7,8,2019,5,26,29.7,8,2022,10,1,1977,2025-10-18
86,17316,北海道網走・北見・紋別地方,佐呂間（サロマ）,,2025,10,18,7,0,9.3,4,0,11,4,,,,,,,0,38.6,4,2025,7,24,39.5,8,2019,5,26,29.8,8,2022,10,1,1977,2025-10-18
87,17341,北海道網走・北見・紋別地方,網走（アバシリ）,47409.0,2025,10,18,7,0,11.3,4,0,3,4,,,,,,,0,34.7,4,2025,7,18,37.6,8,1994,8,7,30.4,8,2022,10,1,1889,2025-10-18
88,17351,北海道網走・北見・紋別地方,宇登呂（ウトロ）,,2025,10,18,7,0,12.7,4,7,0,4,,,,,,,0,34.5,4,2025,7,23,35.3,8,2020,8,11,29.8,8,2022,10,1,1978,2025-10-18
89,17482,北海道網走・北見・紋別地方,白滝（シラタキ）,,2025,10,18,7,0,7.1,4,0,4,4,,,,,,,0,33.9,4,2025,7,25,34.1,8,2024,7,21,26.1,8,2022,10,1,1993,2025-10-18
90,17501,北海道網走・北見・紋別地方,生田原（イクタハラ）,,2025,10,18,7,0,9.0,4,0,8,4,,,,,,,0,37.0,4,2025,7,25,37.0,8,2025,7,25,29.8,8,2022,10,1,1977,2025-10-18
91,17521,北海道網走・北見・紋別地方,北見（キタミ）,,2025,10,18,7,0,9.5,4,0,12,4,,,,,,,0,39.0,4,2025,7,24,39.0,8,2025,7,24,30.3,8,2022,10,1,1976,2025-10-18
92,17531,北海道網走・北見・紋別地方,女満別（メマンベツ）,,2025,10,18,7,0,9.3,4,0,54,4,,,,,,,0,37.3,4,2025,7,24,37.7,8,2019,5,26,30.4,8,2022,10,1,2003,2025-10-18
93,17546,北海道網走・北見・紋別地方,小清水（コシミズ）,,2025,10,18,7,0,11.1,4,7,0,4,,,,,,,0,37.8,4,2025,7,24,37.8,8,2025,7,24,29.7,8,2022,10,1,1977,2025-10-18
94,17561,北海道網走・北見・紋別地方,斜里（シャリ）,,2025,10,18,7,0,12.0,4,6,30,4,,,,,,,0,36.8,4,2025,7,23,37.1,8,2023,8,26,30.5,8,2022,10,1,1977,2025-10-18
95,17596,北海道網走・北見・紋別地方,留辺蘂（ルベシベ）,,2025,10,18,7,0,8.4,4,5,27,4,,,,,,,0,37.6,4,2025,7,24,37.6,8,2025,7,24,29.0,8,2022,10,1,1978,2025-10-18
96,17607,北海道網走・北見・紋別地方,境野（サカイノ）,,2025,10,18,7,0,9.3,4,0,21,4,,,,,,,0,38.0,4,2025,7,24,38.0,8,2025,7,24,30.3,8,2022,10,1,1977,2025-10-18
97,17631,北海道網走・北見・紋別地方,美幌（ビホロ）,,2025,10,18,7,0,10.7,4,4,24,4,,,,,,,0,38.3,4,2025,7,24,38.3,8,2025,7,24,30.1,8,2022,10,1,1977,2025-10-18
98,17717,北海道網走・北見・紋別地方,津別（ツベツ）,,2025,10,18,7,0,8.8,4,0,2,4,,,,,,,0,38.4,4,2025,7,24,38.4,8,2025,7,24,29.6,8,2022,10,1,1988,2025-10-18
99,18038,北海道根室地方,羅臼（ラウス）,,2025,10,18,7,0,10.5,4,7,0,4,,,,,,,0,33.0,4,2025,7,22,33.0,8,2025,7,22,25.3,8,2022,10,1,2005,2025-10-18
100,18136,北海道根室地方,標津（シベツ）,,2025,10,18,7,0,11.2,4,7,0,4,,,,,,,0,36.4,4,2025,7,24,36.4,8,2025,7,24,27.4,8,2022,10,1,1977,2025-10-18
101,18161,北海道根室地方,上標津（カミシベツ）,,2025,10,18,7,0,10.3,4,6,59,4,,,,,,,0,35.6,4,2025,7,23,35.6,8,2025,7,23,25.7,8,2022,10,1,2003,2025-10-18
102,18171,北海道根室地方,中標津（ナカシベツ）,,2025,10,18,7,0,10.6,4,7,0,4,,,,,,,0,35.0,4,2025,7,23,36.5,8,2019,5,26,26.6,8,2022,10,1,1977,2025-10-18
103,18174,北海道根室地方,根室中標津（ネムロナカシベツ）,,2025,10,18,7,0,10.6,4,7,0,4,,,,,,,0,35.1,4,2025,7,24,36.8,8,2019,5,26,26.7,8,2022,10,1,2003,2025-10-18
104,18256,北海道根室地方,別海（ベツカイ）,,2025,10,18,7,0,11.1,4,7,0,4,,,,,,,0,35.6,4,2025,7,22,36.6,8,2019,5,26,26.2,8,2024,10,2,1977,2025-10-18
105,18273,北海道根室地方,根室（ネムロ）,47420.0,2025,10,18,7,0,12.6,4,6,48,4,,,,,,,0,33.9,4,2025,7,24,34.0,8,2019,5,26,24.7,8,2024,10,2,1879,2025-10-18
106,18281,北海道根室地方,納沙布（ノサップ）,,2025,10,18,7,0,12.3,4,7,0,4,,,,,,,0,32.9,4,2025,7,22,33.5,8,2020,8,11,25.2,8,2024,10,2,1977,2025-10-18
107,18311,北海道根室地方,厚床（アットコ）,,2025,10,18,7,0,10.5,4,6,57,4,,,,,,,0,34.2,4,2025,7,24,34.9,8,2015,8,5,24.7,8,2024,10,2,1977,2025-10-18
108,19021,北海道釧路地方,川湯（カワユ）,,2025,10,18,7,0,9.5,4,7,0,4,,,,,,,0,36.6,4,2025,7,23,36.6,8,2025,7,23,26.9,8,2022,10,1,1977,2025-10-18
109,19051,北海道釧路地方,弟子屈（テシカガ）,,2025,10,18,7,0,10.2,4,6,19,4,,,,,,,0,35.3,4,2025,7,23,35.7,8,2019,5,26,25.4,8,2024,10,2,1977,2025-10-18
110,19076,北海道釧路地方,阿寒湖畔（アカンコハン）,,2025,10,18,7,0,9.4,4,6,49,4,,,,,,,0,34.6,4,2025,7,24,35.5,8,2019,5,26,28.1,8,2022,10,1,1977,2025-10-18
111,19151,北海道釧路地方,標茶（シベチャ）,,2025,10,18,7,0,10.8,4,7,0,4,,,,,,,0,35.2,4,2025,7,23,35.2,8,2025,7,23,25.7,8,2024,10,2,1977,2025-10-18
112,19191,北海道釧路地方,鶴居（ツルイ）,,2025,10,18,7,0,10.9,4,0,34,4,,,,,,,0,34.8,4,2025,7,22,35.1,8,2010,8,7,26.1,8,1978,10,2,1977,2025-10-18
113,19261,北海道釧路地方,中徹別（ナカテシベツ）,,2025,10,18,7,0,10.4,4,0,27,4,,,,,,,0,36.6,4,2025,7,23,36.6,8,2025,7,23,28.1,8,2024,10,2,1977,2025-10-18
114,19311,北海道釧路地方,榊町（サカキマチ）,,2025,10,18,7,0,13.4,4,7,0,4,,,,,,,0,34.0,4,2025,7,24,35.5,8,2010,8,7,24.7,8,2024,10,2,1977,2025-10-18
115,19347,北海道釧路地方,鶴丘（ツルオカ）,,2025,10,18,7,0,10.5,4,0,28,4,,,,,,,0,34.8,4,2025,7,23,35.6,8,2007,8,15,24.6,8,2024,10,2,2003,2025-10-18
116,19376,北海道釧路地方,太田（オオタ）,,2025,10,18,7,0,10.5,4,0,28,4,,,,,,,0,34.9,4,2025,7,23,34.9,8,2025,7,23,24.4,8,1994,10,1,1977,2025-10-18
117,19416,北海道釧路地方,白糠（シラヌカ）,,2025,10,18,7,0,11.4,4,0,28,4,,,,,,,0,34.6,4,2025,7,23,35.5,8,2007,8,15,23.6,8,2025,10,8,1977,2025-10-18
118,19432,北海道釧路地方,釧路（クシロ）,47418.0,2025,10,18,7,0,11.8,4,0,3,4,,,,,,,0,31.2,4,2025,7,24,33.5,8,2022,7,31,23.7,8,2024,10,16,1910,2025-10-18
119,19451,北海道釧路地方,知方学（チッポマナイ）,,2025,10,18,7,0,11.8,4,4,29,4,,,,,,,0,31.2,4,2025,7,24,31.5,8,2010,6,26,21.1,8,2018,10,1,1978,2025-10-18
